1.897462718300000000e+16 1.661759927099999910e+37 1.977250000000000036e+39 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.878318305800000000e+16 1.644529955799999920e+37 1.967250000000000068e+39 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.859270962200000000e+16 1.627387346600000019e+37 1.957250000000000101e+39 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.840320687500000000e+16 1.610332099299999958e+37 1.947250000000000133e+39 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.821467481700000000e+16 1.593364214099999985e+37 1.937249999999999863e+39 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.802711344700000000e+16 1.576483690800000089e+37 1.927249999999999896e+39 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.784052276700000000e+16 1.559690529600000045e+37 1.917249999999999928e+39 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.765490277500000000e+16 1.542984730300000078e+37 1.907249999999999960e+39 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.747025347300000000e+16 1.526366293099999963e+37 1.897249999999999993e+39 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.728657485900000000e+16 1.509835217900000048e+37 1.887250000000000025e+39 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.710386693400000000e+16 1.493391504700000098e+37 1.877250000000000057e+39 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.692212969900000000e+16 1.477035153500000112e+37 1.867250000000000090e+39 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.674136315200000000e+16 1.460766164199999967e+37 1.857250000000000122e+39 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.656156729400000000e+16 1.444584536999999910e+37 1.847249999999999852e+39 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.638274212500000000e+16 1.428490271800000053e+37 1.837249999999999884e+39 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.620488764500000000e+16 1.412483368599999925e+37 1.827249999999999917e+39 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.602800385400000000e+16 1.396563827399999997e+37 1.817249999999999949e+39 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.585209075200000000e+16 1.380731648200000033e+37 1.807249999999999981e+39 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
